,date,home_team,away_team,score,odd_1,odd_N,odd_2,winner,league_season,game_url
5144,26.12.2013,Manchester City,Liverpool,2:1,1.79,3.87,4.32,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/manchester-city-liverpool/CdwvDIrj/
5145,26.12.2013,Newcastle,Stoke,5:1,1.72,3.57,5.31,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/newcastle-utd-stoke-city/OWtrCxbd/
5146,26.12.2013,Norwich,Fulham,1:2,1.94,3.47,4.13,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/norwich-fulham/xzVPzMzc/
5147,26.12.2013,Tottenham,West Brom,1:1,1.55,4.12,6.22,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/tottenham-west-brom/GQTTZuj3/
5148,26.12.2013,West Ham,Arsenal,1:3,5.93,4.16,1.56,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/west-ham-arsenal/Y1OYYa59/
5149,23.12.2013,Arsenal,Chelsea,0:0,2.48,3.26,2.94,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/arsenal-chelsea/8p0x5LjT/
5150,22.12.2013,Southampton,Tottenham,2:3,2.51,3.30,2.84,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/southampton-tottenham/U95nN26c/
5151,22.12.2013,Swansea,Everton,1:2,3.26,3.33,2.26,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/swansea-everton/pfcQr59E/
5152,21.12.2013,Crystal Palace,Newcastle,0:3,3.08,3.27,2.39,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/crystal-palace-newcastle-utd/QPn40uap/
5153,21.12.2013,Fulham,Manchester City,2:4,7.90,5.11,1.38,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/fulham-manchester-city/4Go8aaEj/
5154,21.12.2013,Liverpool,Cardiff,3:1,1.19,7.08,15.56,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/liverpool-cardiff/WjgMqof8/
5155,21.12.2013,Manchester Utd,West Ham,3:1,1.30,5.51,9.99,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/manchester-united-west-ham/jJ6rOrii/
5156,21.12.2013,Stoke,Aston Villa,2:1,2.01,3.27,4.03,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/stoke-city-aston-villa/OW4jMML3/
5157,21.12.2013,Sunderland,Norwich,0:0,2.12,3.31,3.60,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/sunderland-norwich/xz9fLtyA/
5158,21.12.2013,West Brom,Hull,1:1,1.97,3.29,4.19,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/west-brom-hull-city/KbbaK0jG/
5159,15.12.2013,Aston Villa,Manchester Utd,0:3,5.08,3.74,1.71,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/aston-villa-manchester-united/IaNQnMUp/
5160,15.12.2013,Norwich,Swansea,1:1,2.86,3.29,2.52,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/norwich-swansea/UoFwL1H7/
5161,15.12.2013,Tottenham,Liverpool,0:5,2.37,3.35,3.04,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/tottenham-liverpool/CI6T6sMG/
5162,14.12.2013,Cardiff,West Brom,1:0,2.73,3.29,2.63,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/cardiff-west-brom/jeGZLs21/
5163,14.12.2013,Chelsea,Crystal Palace,2:1,1.18,7.36,16.36,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/chelsea-crystal-palace/W2B8B57o/
5164,14.12.2013,Everton,Fulham,4:1,1.38,4.86,8.69,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/everton-fulham/rwFCAPMi/
5165,14.12.2013,Hull,Stoke,0:0,2.24,3.14,3.53,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/hull-city-stoke-city/Q14H9qxb/
5166,14.12.2013,Manchester City,Arsenal,6:3,1.72,3.96,4.70,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/manchester-city-arsenal/4h3L83i4/
5167,14.12.2013,Newcastle,Southampton,1:1,2.30,3.32,3.21,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/newcastle-utd-southampton/YR7P7N6A/
5168,14.12.2013,West Ham,Sunderland,0:0,1.96,3.44,4.03,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/west-ham-sunderland/fsdY51yN/
5169,09.12.2013,Swansea,Hull,1:1,1.68,3.65,5.52,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/swansea-hull-city/rVGVMNne/
5170,08.12.2013,Arsenal,Everton,1:1,1.66,3.81,5.42,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/arsenal-everton/rJjVcnwn/
5171,08.12.2013,Fulham,Aston Villa,2:0,2.60,3.31,2.74,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/fulham-aston-villa/jqjZd6hh/
5172,07.12.2013,Crystal Palace,Cardiff,2:0,2.47,3.18,3.02,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/crystal-palace-cardiff/4vIRN3Xl/
5173,07.12.2013,Liverpool,West Ham,4:1,1.31,5.43,9.47,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/liverpool-west-ham/UZlwdQ7b/
5174,07.12.2013,Manchester Utd,Newcastle,0:1,1.47,4.43,7.18,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/manchester-united-newcastle-utd/CbvrepN4/
5175,07.12.2013,Southampton,Manchester City,1:1,4.99,3.82,1.70,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/southampton-manchester-city/Q1rnf4xB/
5176,07.12.2013,Stoke,Chelsea,3:2,6.31,3.97,1.57,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/stoke-city-chelsea/KOsjgOiH/
5177,07.12.2013,Sunderland,Tottenham,1:2,3.69,3.38,2.08,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/sunderland-tottenham/bFtfhr7N/
5178,07.12.2013,West Brom,Norwich,0:2,1.70,3.74,5.12,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/west-brom-norwich/Gjyai2MT/
5179,04.12.2013,Arsenal,Hull,2:0,1.26,5.78,11.99,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/arsenal-hull-city/2aVeqmOh/
5180,04.12.2013,Fulham,Tottenham,1:2,5.89,3.83,1.62,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/fulham-tottenham/4SiRbSNu/
5181,04.12.2013,Liverpool,Norwich,5:1,1.26,6.00,11.51,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/liverpool-norwich/zDT3sRh5/
5182,04.12.2013,Manchester Utd,Everton,0:1,1.77,3.69,4.67,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/manchester-united-everton/hlO8to8B/
5183,04.12.2013,Southampton,Aston Villa,2:3,1.69,3.67,5.44,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/southampton-aston-villa/WvNCu5NH/
5184,04.12.2013,Stoke,Cardiff,0:0,2.21,3.23,3.48,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/stoke-city-cardiff/pfyeTP9R/
5185,04.12.2013,Sunderland,Chelsea,3:4,6.33,4.22,1.53,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/sunderland-chelsea/Q1MGvPxO/
5186,04.12.2013,Swansea,Newcastle,3:0,2.19,3.39,3.35,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/swansea-newcastle-utd/MFSMOqIr/
5187,04.12.2013,West Brom,Manchester City,2:3,6.39,4.39,1.50,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/west-brom-manchester-city/v5QKwqhU/
5188,03.12.2013,Crystal Palace,West Ham,1:0,3.12,3.25,2.36,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/crystal-palace-west-ham/dMUar7wa/
5189,01.12.2013,Chelsea,Southampton,3:1,1.56,4.06,6.03,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/chelsea-southampton/MiEPtf2f/
5190,01.12.2013,Hull,Liverpool,3:1,6.00,3.90,1.60,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/hull-city-liverpool/IJ7YvYW6/
5191,01.12.2013,Manchester City,Swansea,3:0,1.25,5.92,12.11,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/manchester-city-swansea/jXyiU5fL/
5192,01.12.2013,Tottenham,Manchester Utd,2:2,2.74,3.26,2.64,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/tottenham-manchester-united/MkNmo9gt/
5193,30.11.2013,Aston Villa,Sunderland,0:0,1.81,3.55,4.67,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/aston-villa-sunderland/SUELszml/
5194,30.11.2013,Cardiff,Arsenal,0:3,6.39,4.09,1.55,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/cardiff-arsenal/CtwmVouF/
5195,30.11.2013,Everton,Stoke,4:0,1.52,4.03,6.88,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/everton-stoke-city/zeITuEH0/
5196,30.11.2013,Newcastle,West Brom,2:1,1.96,3.48,3.94,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/newcastle-utd-west-brom/dA6xvhnD/
5197,30.11.2013,Norwich,Crystal Palace,1:0,1.97,3.42,3.97,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/norwich-crystal-palace/pQaK2yPD/
5198,30.11.2013,West Ham,Fulham,3:0,1.73,3.75,4.97,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/west-ham-fulham/4EChpT8n/
5199,25.11.2013,West Brom,Aston Villa,2:2,2.14,3.26,3.64,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/west-brom-aston-villa/pABdmdPQ/
5200,24.11.2013,Cardiff,Manchester Utd,2:2,5.20,3.72,1.69,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/cardiff-manchester-united/GEqvX7A2/
5201,24.11.2013,Manchester City,Tottenham,6:0,1.65,3.86,5.44,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/manchester-city-tottenham/bg9pjbu8/
5202,23.11.2013,Arsenal,Southampton,2:0,1.58,4.02,6.12,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/arsenal-southampton/neudqS6e/
5203,23.11.2013,Everton,Liverpool,3:3,2.83,3.28,2.55,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/everton-liverpool/GUq0rnM1/
5204,23.11.2013,Fulham,Swansea,1:2,3.26,3.36,2.25,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/fulham-swansea/f5rrWRP8/
5205,23.11.2013,Hull,Crystal Palace,0:1,1.89,3.38,4.47,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/hull-city-crystal-palace/fLr4s6y8/
5206,23.11.2013,Newcastle,Norwich,2:1,1.74,3.73,4.85,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/newcastle-utd-norwich/CdDlkIfE/
5207,23.11.2013,Stoke,Sunderland,2:0,2.08,3.22,3.88,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/stoke-city-sunderland/6JChlxAK/
5208,23.11.2013,West Ham,Chelsea,0:3,5.84,3.84,1.62,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/west-ham-chelsea/lvGHrGXs/
5209,10.11.2013,Manchester Utd,Arsenal,1:0,2.27,3.34,3.23,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/manchester-united-arsenal/IZ1DijaF/
5210,10.11.2013,Sunderland,Manchester City,1:0,7.13,4.56,1.44,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/sunderland-manchester-city/Quimolxq/
5211,10.11.2013,Swansea,Stoke,3:3,1.93,3.38,4.23,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/swansea-stoke-city/2Bed8OX1/
5212,10.11.2013,Tottenham,Newcastle,0:1,1.54,4.15,6.32,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/tottenham-newcastle-utd/84thp8ik/
5213,09.11.2013,Aston Villa,Cardiff,2:0,2.17,3.28,3.53,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/aston-villa-cardiff/4Qxg94Ie/
5214,09.11.2013,Chelsea,West Brom,2:2,1.30,5.54,10.35,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/chelsea-west-brom/84KMUSi2/
5215,09.11.2013,Crystal Palace,Everton,0:0,5.35,3.71,1.69,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/crystal-palace-everton/M784gCU2/
5216,09.11.2013,Liverpool,Fulham,4:0,1.21,6.82,14.12,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/liverpool-fulham/0b78hWq9/
5217,09.11.2013,Norwich,West Ham,3:1,2.32,3.28,3.18,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/norwich-west-ham/dQ0HjAEL/
5218,09.11.2013,Southampton,Hull,4:1,1.58,3.75,6.75,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/southampton-hull-city/jm0LkUTR/
5219,03.11.2013,Cardiff,Swansea,1:0,3.13,3.28,2.35,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/cardiff-swansea/M1mlAp3k/
5220,03.11.2013,Everton,Tottenham,0:0,2.33,3.29,3.18,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/everton-tottenham/nDYRug03/
5221,02.11.2013,Arsenal,Liverpool,2:0,2.09,3.41,3.58,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/arsenal-liverpool/8MZNtZpc/
5222,02.11.2013,Fulham,Manchester Utd,1:3,6.41,4.26,1.52,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/fulham-manchester-united/tzYVvDF9/
5223,02.11.2013,Hull,Sunderland,1:0,2.24,3.24,3.40,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/hull-city-sunderland/fwxzvXUF/
5224,02.11.2013,Manchester City,Norwich,7:0,1.18,7.17,15.20,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/manchester-city-norwich/x2RvwipM/
5225,02.11.2013,Newcastle,Chelsea,2:0,5.79,4.05,1.59,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/newcastle-utd-chelsea/GhQrxBaS/
5226,02.11.2013,Stoke,Southampton,1:1,3.07,3.15,2.44,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/stoke-city-southampton/YoS9XU7q/
5227,02.11.2013,West Brom,Crystal Palace,2:0,1.54,4.09,6.60,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/west-brom-crystal-palace/CxRDWlNk/
5228,02.11.2013,West Ham,Aston Villa,0:0,2.13,3.36,3.54,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/west-ham-aston-villa/f1GIV8xd/
5229,27.10.2013,Chelsea,Manchester City,2:1,2.24,3.30,3.30,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/chelsea-manchester-city/Y98hRgoA/
5230,27.10.2013,Sunderland,Newcastle,2:1,2.79,3.30,2.56,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/sunderland-newcastle-utd/hEiyJVhj/
5231,27.10.2013,Swansea,West Ham,0:0,1.73,3.71,4.95,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/swansea-west-ham/rBlpBQmq/
5232,27.10.2013,Tottenham,Hull,1:0,1.34,4.77,10.75,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/tottenham-hull-city/W4juIk8d/
5233,26.10.2013,Aston Villa,Everton,0:2,3.28,3.32,2.25,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/aston-villa-everton/fJ9lSZV3/
5234,26.10.2013,Crystal Palace,Arsenal,0:2,11.46,5.50,1.29,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/crystal-palace-arsenal/2qDdQD0G/
5235,26.10.2013,Liverpool,West Brom,4:1,1.40,4.84,7.75,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/liverpool-west-brom/tzC0PXFM/
5236,26.10.2013,Manchester Utd,Stoke,3:2,1.32,5.17,10.31,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/manchester-united-stoke-city/Ob15OiVS/
5237,26.10.2013,Norwich,Cardiff,0:0,2.05,3.37,3.74,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/norwich-cardiff/G2LGShJG/
5238,26.10.2013,Southampton,Fulham,2:0,1.59,3.96,5.91,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/southampton-fulham/bihXJBwp/
5239,21.10.2013,Crystal Palace,Fulham,1:4,2.78,3.27,2.63,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/crystal-palace-fulham/lMlTO0PB/
5240,20.10.2013,Aston Villa,Tottenham,0:2,3.99,3.40,1.97,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/aston-villa-tottenham/fakPPtA5/
5241,19.10.2013,Arsenal,Norwich,4:1,1.29,5.45,10.93,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/arsenal-norwich/tdoLQMfa/
5242,19.10.2013,Chelsea,Cardiff,4:1,1.28,5.62,11.39,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/chelsea-cardiff/fmX7UEl4/
5243,19.10.2013,Everton,Hull,2:1,1.50,4.12,7.13,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/everton-hull-city/SCmXNKvI/
5244,19.10.2013,Manchester Utd,Southampton,1:1,1.54,4.13,6.39,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/manchester-united-southampton/6cTg6h9p/
5245,19.10.2013,Newcastle,Liverpool,2:2,4.14,3.74,1.86,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/newcastle-utd-liverpool/plSc5COj/
5246,19.10.2013,Stoke,West Brom,0:0,2.48,3.23,2.97,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/stoke-city-west-brom/biGuUe1i/
5247,19.10.2013,Swansea,Sunderland,4:0,1.57,4.02,6.19,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/swansea-sunderland/xCMCTY3A/
5248,19.10.2013,West Ham,Manchester City,1:3,5.28,3.88,1.66,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/west-ham-manchester-city/CfKqTFGc/
5249,06.10.2013,Norwich,Chelsea,1:3,6.18,4.03,1.57,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/norwich-chelsea/lb6tY42P/
5250,06.10.2013,Southampton,Swansea,2:0,2.16,3.30,3.57,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/southampton-swansea/tpT3VfZc/
5251,06.10.2013,Tottenham,West Ham,0:3,1.43,4.40,8.13,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/tottenham-west-ham/KtcCSrQn/
5252,06.10.2013,West Brom,Arsenal,1:1,4.89,3.83,1.72,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/west-brom-arsenal/bXeGR2ug/
5253,05.10.2013,Cardiff,Newcastle,1:2,2.35,3.32,3.08,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/cardiff-newcastle-utd/nNTaWzKi/
5254,05.10.2013,Fulham,Stoke,1:0,2.50,3.19,2.97,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/fulham-stoke-city/GfBnCNu6/
5255,05.10.2013,Hull,Aston Villa,0:0,2.28,3.19,3.38,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/hull-city-aston-villa/foAjBseC/
5256,05.10.2013,Liverpool,Crystal Palace,3:1,1.19,7.00,16.41,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/liverpool-crystal-palace/l89fA1AI/
5257,05.10.2013,Manchester City,Everton,3:1,1.60,4.02,5.74,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/manchester-city-everton/ngSc9LPO/
5258,05.10.2013,Sunderland,Manchester Utd,1:2,6.40,4.21,1.53,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/sunderland-manchester-united/j7h8TOAt/
5259,30.09.2013,Everton,Newcastle,3:2,1.58,4.09,5.97,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/everton-newcastle-utd/0OlHdrtJ/
5260,29.09.2013,Stoke,Norwich,0:1,1.94,3.37,4.22,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/stoke-city-norwich/Q5IZEPem/
5261,29.09.2013,Sunderland,Liverpool,1:3,5.74,3.93,1.62,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/sunderland-liverpool/KSHwEqBg/
5262,28.09.2013,Aston Villa,Manchester City,3:2,6.92,4.11,1.52,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/aston-villa-manchester-city/MXkDcOQC/
5263,28.09.2013,Fulham,Cardiff,1:2,2.06,3.31,3.78,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/fulham-cardiff/8vPK8XRp/
5264,28.09.2013,Hull,West Ham,1:0,2.27,3.18,3.40,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/hull-city-west-ham/SUxaLRIJ/
5265,28.09.2013,Manchester Utd,West Brom,1:2,1.30,5.43,10.59,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/manchester-united-west-brom/6Ly3KoYP/
5266,28.09.2013,Southampton,Crystal Palace,2:0,1.44,4.38,7.88,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/southampton-crystal-palace/C2EVF5ts/
5267,28.09.2013,Swansea,Arsenal,1:2,3.04,3.36,2.37,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/swansea-arsenal/8WUeXG4o/
5268,28.09.2013,Tottenham,Chelsea,1:1,2.48,3.22,2.96,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/tottenham-chelsea/bJGsD3Qa/
5269,22.09.2013,Arsenal,Stoke,3:1,1.38,4.78,8.79,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/arsenal-stoke-city/SAEH8lZD/
5270,22.09.2013,Cardiff,Tottenham,0:1,4.26,3.40,1.92,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/cardiff-tottenham/C8wkEg4N/
5271,22.09.2013,Crystal Palace,Swansea,0:2,3.60,3.34,2.11,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/crystal-palace-swansea/6VxgDDJT/
5272,22.09.2013,Manchester City,Manchester Utd,4:1,2.23,3.18,3.48,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/manchester-city-manchester-united/zH3i2nCs/
5273,21.09.2013,Chelsea,Fulham,2:0,1.28,5.62,11.51,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/chelsea-fulham/voIL78lK/
5274,21.09.2013,Liverpool,Southampton,0:1,1.71,3.66,5.25,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/liverpool-southampton/Y7HP6S3Q/
5275,21.09.2013,Newcastle,Hull,2:3,1.79,3.48,4.92,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/newcastle-utd-hull-city/hhbd16Rm/
5276,21.09.2013,Norwich,Aston Villa,0:1,2.33,3.27,3.12,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/norwich-aston-villa/Wrc00Qtf/
5277,21.09.2013,West Brom,Sunderland,3:0,2.05,3.38,3.71,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/west-brom-sunderland/Q5d4apd0/
5278,21.09.2013,West Ham,Everton,2:3,3.20,3.25,2.33,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/west-ham-everton/v908b4B6/
5279,16.09.2013,Swansea,Liverpool,2:2,3.06,3.25,2.41,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/swansea-liverpool/b5ZpFZlH/
5280,15.09.2013,Southampton,West Ham,0:0,1.71,3.67,5.32,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/southampton-west-ham/vkYMn7Cf/
5281,14.09.2013,Aston Villa,Newcastle,1:2,2.07,3.39,3.71,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/aston-villa-newcastle-utd/nigrfkKK/
5282,14.09.2013,Everton,Chelsea,1:0,3.34,3.37,2.21,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/everton-chelsea/Qshng9ZQ/
5283,14.09.2013,Fulham,West Brom,1:1,2.13,3.37,3.53,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/fulham-west-brom/rNvElTsr/
5284,14.09.2013,Hull,Cardiff,1:1,2.20,3.22,3.53,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/hull-city-cardiff/GtptGFZA/
5285,14.09.2013,Manchester Utd,Crystal Palace,2:0,1.18,7.20,16.52,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/manchester-united-crystal-palace/dQrImmcl/
5286,14.09.2013,Stoke,Manchester City,0:0,5.48,3.71,1.67,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/stoke-city-manchester-city/IuXQoRR0/
5287,14.09.2013,Sunderland,Arsenal,1:3,5.52,3.82,1.65,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/sunderland-arsenal/nFyVpos7/
5288,14.09.2013,Tottenham,Norwich,2:0,1.45,4.28,7.98,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/tottenham-norwich/Q5zZq5dD/
5289,01.09.2013,Arsenal,Tottenham,1:0,2.11,3.39,3.59,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/arsenal-tottenham/nJFFhxqG/
5290,01.09.2013,Liverpool,Manchester Utd,1:0,2.44,3.19,3.13,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/liverpool-manchester-united/W8tiZmre/
5291,01.09.2013,West Brom,Swansea,0:2,2.64,3.32,2.70,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/west-brom-swansea/xjoxHeK4/
5292,31.08.2013,Cardiff,Everton,0:0,3.26,3.27,2.28,1.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/cardiff-everton/8GtYHy5b/
5293,31.08.2013,Crystal Palace,Sunderland,3:1,2.43,3.24,3.02,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/crystal-palace-sunderland/hIsmzUSl/
5294,31.08.2013,Manchester City,Hull,2:0,1.17,7.36,16.24,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/manchester-city-hull-city/EXVeY7c1/
5295,31.08.2013,Newcastle,Fulham,1:0,2.12,3.31,3.61,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/newcastle-utd-fulham/Szz0XRC7/
5296,31.08.2013,Norwich,Southampton,1:0,2.84,3.27,2.51,0.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/norwich-southampton/tvOsdBk8/
5297,31.08.2013,West Ham,Stoke,0:1,1.95,3.36,4.14,2.0,premier-league-2013-2014,/soccer/england/premier-league-2013-2014/west-ham-stoke-city/KUMoeV4E/
