,date,home_team,away_team,score,odd_1,odd_N,odd_2,winner,league_season,game_url
0,19.05.2001,Charlton,Liverpool,0:4,3.60,3.60,1.70,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/charlton-liverpool/OG9k7hrA/
1,19.05.2001,Coventry,Bradford City,0:0,1.79,3.30,3.80,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/coventry-bradford-city/6uaf6CcG/
2,19.05.2001,Derby,Ipswich,1:1,3.50,3.30,1.96,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/derby-ipswich/nNpWlpSr/
3,19.05.2001,Everton,Sunderland,2:2,2.50,3.10,2.50,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/everton-sunderland/Gdkzl4sk/
4,19.05.2001,Leeds,Leicester,3:1,1.27,4.50,9.99,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/leeds-leicester/fmlvmOde/
5,19.05.2001,Manchester City,Chelsea,1:2,3.30,3.00,1.70,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/manchester-city-chelsea/xCwqnrC1/
6,19.05.2001,Middlesbrough,West Ham,2:1,2.00,3.50,3.30,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/middlesbrough-west-ham/jFsmo2R7/
7,19.05.2001,Newcastle,Aston Villa,3:0,2.29,3.40,2.75,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/newcastle-utd-aston-villa/8zfwAo48/
8,19.05.2001,Southampton,Arsenal,3:2,3.00,3.20,2.54,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/southampton-arsenal/nRhs95JE/
9,19.05.2001,Tottenham,Manchester Utd,3:1,3.00,3.00,2.40,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/tottenham-manchester-united/SxAv8PYK/
10,15.05.2001,Newcastle,Arsenal,0:0,3.30,3.10,2.15,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/newcastle-utd-arsenal/QVjn8YS3/
11,13.05.2001,Leeds,Bradford City,6:1,1.27,5.50,9.00,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/leeds-bradford-city/hIhvAfbi/
12,13.05.2001,Southampton,Manchester Utd,2:1,3.60,2.95,2.15,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/southampton-manchester-united/W8ir9EDc/
13,08.05.2001,Liverpool,Chelsea,2:2,1.68,3.60,4.80,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/liverpool-chelsea/CromoBLj/
14,07.05.2001,Ipswich,Manchester City,2:1,1.68,3.10,4.50,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/ipswich-manchester-city/Yinqni6p/
15,05.05.2001,Arsenal,Leeds,2:1,1.95,3.40,4.20,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/arsenal-leeds/xYvkYXyo/
16,05.05.2001,Aston Villa,Coventry,3:2,1.90,1.85,6.20,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/aston-villa-coventry/fgiucHEo/
17,05.05.2001,Bradford City,Middlesbrough,1:1,3.30,3.00,2.20,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/bradford-city-middlesbrough/8deqdyUi/
18,05.05.2001,Chelsea,Everton,2:1,1.53,4.00,6.20,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/chelsea-everton/jLpleeqb/
19,05.05.2001,Leicester,Tottenham,4:2,2.40,3.00,3.00,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/leicester-tottenham/UBqhfFb4/
20,05.05.2001,Liverpool,Newcastle,3:0,1.47,4.00,7.00,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/liverpool-newcastle-utd/xxqdgZDA/
21,05.05.2001,Manchester Utd,Derby,0:1,1.42,4.09,5.60,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/manchester-united-derby/Kp68hgTG/
22,05.05.2001,Sunderland,Charlton,3:2,2.04,3.20,3.60,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/sunderland-charlton/29eDiDrN/
23,05.05.2001,West Ham,Southampton,3:0,2.04,3.20,3.60,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/west-ham-southampton/GCaHjXcT/
24,01.05.2001,Newcastle,Southampton,1:1,1.79,3.30,4.09,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/newcastle-utd-southampton/ImbIwfEN/
25,01.05.2001,Bradford City,Liverpool,0:2,6.00,3.70,1.59,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/bradford-city-liverpool/zPhNxETT/
26,30.04.2001,Charlton,Ipswich,2:1,2.80,3.10,2.80,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/charlton-ipswich/vcaEvzaH/
27,28.04.2001,Coventry,Liverpool,0:2,3.90,3.00,1.95,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/coventry-liverpool/bZJXRGUH/
28,28.04.2001,Derby,Arsenal,1:2,3.90,3.00,1.95,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/derby-arsenal/hdJyRzpO/
29,28.04.2001,Everton,Bradford City,2:1,1.61,3.30,6.00,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/everton-bradford-city/6aNuQfaU/
30,28.04.2001,Leeds,Chelsea,2:0,1.95,3.30,4.09,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/leeds-chelsea/zuDfovVu/
31,28.04.2001,Manchester City,West Ham,1:0,2.20,3.00,3.10,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/manchester-city-west-ham/EVBbpbpn/
32,28.04.2001,Middlesbrough,Manchester Utd,0:2,3.15,3.10,2.20,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/middlesbrough-manchester-united/r5G2qIah/
33,28.04.2001,Newcastle,Leicester,1:0,1.84,3.40,4.50,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/newcastle-utd-leicester/MeF6rxFb/
34,28.04.2001,Southampton,Sunderland,0:1,2.29,3.20,3.00,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/southampton-sunderland/4K4BsdU4/
35,28.04.2001,Tottenham,Aston Villa,0:0,2.29,2.95,2.85,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/tottenham-aston-villa/pz0AuGqB/
36,22.04.2001,Liverpool,Tottenham,3:1,1.55,3.60,3.50,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/liverpool-tottenham/KrLTSdFB/
37,21.04.2001,Arsenal,Everton,4:1,1.48,3.10,7.00,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/arsenal-everton/niWoEc0I/
38,21.04.2001,Aston Villa,Southampton,0:0,1.84,3.10,4.20,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/aston-villa-southampton/QsVkDHFO/
39,21.04.2001,Bradford City,Derby,2:0,2.60,3.00,2.60,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/bradford-city-derby/IFntx1hP/
40,21.04.2001,Chelsea,Charlton,0:1,1.47,4.25,6.50,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/chelsea-charlton/KOY7XK0t/
41,21.04.2001,Ipswich,Coventry,2:0,1.63,3.75,5.50,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/ipswich-coventry/2mOCWvGn/
42,21.04.2001,Leicester,Middlesbrough,0:3,2.25,3.00,2.90,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/leicester-middlesbrough/GjSGVbVh/
43,21.04.2001,Manchester Utd,Manchester City,1:1,1.53,3.20,5.00,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/manchester-united-manchester-city/4StsFwoC/
44,21.04.2001,Sunderland,Newcastle,1:1,2.04,3.15,3.30,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/sunderland-newcastle-utd/hMlXTx05/
45,21.04.2001,West Ham,Leeds,0:2,3.10,3.10,2.29,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/west-ham-leeds/ADRKUIpa/
46,17.04.2001,Charlton,Aston Villa,3:3,2.29,3.10,3.10,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/charlton-aston-villa/hhwwGJV5/
47,17.04.2001,Tottenham,Chelsea,0:3,2.75,2.85,2.65,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/tottenham-chelsea/bVwZGaGa/
48,16.04.2001,Coventry,Sunderland,1:0,2.50,3.00,2.85,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/coventry-sunderland/EeetxAn8/
49,16.04.2001,Derby,Leicester,2:0,2.20,2.90,3.30,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/derby-leicester/SbapyU1E/
50,16.04.2001,Everton,Liverpool,2:3,3.60,2.70,2.10,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/everton-liverpool/GMGMHu1g/
51,16.04.2001,Middlesbrough,Ipswich,1:2,2.45,3.05,2.75,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/middlesbrough-ipswich/KfNDJ1Wt/
52,16.04.2001,Newcastle,West Ham,2:1,2.04,3.10,3.30,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/newcastle-utd-west-ham/boMHILom/
53,14.04.2001,Arsenal,Middlesbrough,0:3,1.40,4.80,2.80,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/arsenal-middlesbrough/Q1ifMUnL/
54,14.04.2001,Aston Villa,Everton,2:1,1.84,3.40,4.50,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/aston-villa-everton/KOjbLl2R/
55,14.04.2001,Chelsea,Southampton,1:0,1.53,4.00,5.00,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/chelsea-southampton/026YG8Ar/
56,14.04.2001,Ipswich,Newcastle,1:0,1.84,3.40,4.50,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/ipswich-newcastle-utd/rRewGSPl/
57,14.04.2001,Leicester,Manchester City,1:2,1.79,3.30,3.80,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/leicester-manchester-city/MHfsFnue/
58,14.04.2001,Manchester Utd,Coventry,4:2,1.37,4.00,7.00,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/manchester-united-coventry/nBhjNAXE/
59,14.04.2001,Sunderland,Tottenham,2:3,1.89,3.10,4.30,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/sunderland-tottenham/UsfoE6f1/
60,14.04.2001,West Ham,Derby,3:1,2.00,3.20,4.00,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/west-ham-derby/8YhkDQ97/
61,13.04.2001,Bradford City,Charlton,2:0,3.10,3.30,2.29,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/bradford-city-charlton/UZcoOjI8/
62,13.04.2001,Liverpool,Leeds,1:2,2.04,2.90,3.60,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/liverpool-leeds/jqasPW22/
63,11.04.2001,Manchester City,Arsenal,0:4,4.00,3.40,1.80,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/manchester-city-arsenal/YNni0mQ1/
64,10.04.2001,Ipswich,Liverpool,1:1,2.60,3.00,2.70,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/ipswich-liverpool/ENuu3ktq/
65,10.04.2001,Manchester Utd,Charlton,2:1,1.35,3.40,6.00,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/manchester-united-charlton/zwUm1TAe/
66,10.04.2001,Tottenham,Bradford City,2:1,1.48,3.10,7.00,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/tottenham-bradford-city/hEvq29ek/
67,08.04.2001,Everton,Manchester City,3:1,1.95,3.40,4.20,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/everton-manchester-city/vNQ08BIL/
68,08.04.2001,Middlesbrough,Sunderland,0:0,2.70,2.90,2.90,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/middlesbrough-sunderland/MVmD7VXR/
69,07.04.2001,Aston Villa,West Ham,2:2,1.95,3.40,4.20,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/aston-villa-west-ham/AsZqCgJd/
70,07.04.2001,Derby,Chelsea,0:4,2.75,2.95,2.65,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/derby-chelsea/lYXmBDY2/
71,07.04.2001,Leeds,Southampton,2:0,1.63,3.00,6.20,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/leeds-southampton/reXiAXm9/
72,07.04.2001,Leicester,Coventry,1:3,1.76,3.00,4.30,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/leicester-coventry/dbyd9i3F/
73,04.04.2001,Aston Villa,Leicester,2:1,2.20,2.80,3.30,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/aston-villa-leicester/vskG41Fd/
74,02.04.2001,Southampton,Ipswich,0:3,2.35,3.10,3.60,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/southampton-ipswich/0jjC5s0j/
75,31.03.2001,Arsenal,Tottenham,2:0,1.60,4.00,4.00,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/arsenal-tottenham/2Bj8G78i/
76,31.03.2001,Bradford City,Newcastle,2:2,3.30,3.30,2.15,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/bradford-city-newcastle-utd/EofCFRNc/
77,31.03.2001,Charlton,Leicester,2:0,2.29,3.10,2.80,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/charlton-leicester/6Tj86Npp/
78,31.03.2001,Chelsea,Middlesbrough,2:1,1.63,3.40,5.00,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/chelsea-middlesbrough/dAqHEow4/
79,31.03.2001,Coventry,Derby,2:0,2.29,3.10,2.80,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/coventry-derby/z1rLD5hA/
80,31.03.2001,Liverpool,Manchester Utd,2:0,2.65,2.85,2.65,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/liverpool-manchester-united/pjvIiOVj/
81,31.03.2001,Manchester City,Aston Villa,1:3,2.50,2.95,2.75,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/manchester-city-aston-villa/4zmPCP7G/
82,31.03.2001,Sunderland,Leeds,0:2,2.50,2.95,2.75,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/sunderland-leeds/nqAyCqNM/
83,31.03.2001,West Ham,Everton,0:2,2.04,3.10,4.09,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/west-ham-everton/U7atB3xT/
84,18.03.2001,Aston Villa,Arsenal,0:0,3.15,2.90,2.29,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/aston-villa-arsenal/6auEh4Gp/
85,18.03.2001,Liverpool,Derby,1:1,1.42,4.50,7.50,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/liverpool-derby/Q5cocp8T/
86,17.03.2001,Bradford City,Manchester City,2:2,2.80,3.00,2.65,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/bradford-city-manchester-city/zTSJvono/
87,17.03.2001,Charlton,Leeds,1:2,2.60,3.10,2.60,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/charlton-leeds/tjVA3UOo/
88,17.03.2001,Chelsea,Sunderland,2:4,1.74,3.40,3.90,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/chelsea-sunderland/KtUE2lvh/
89,17.03.2001,Manchester Utd,Leicester,2:0,1.37,5.00,7.50,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/manchester-united-leicester/EHrI18gb/
90,17.03.2001,Newcastle,Middlesbrough,1:2,1.84,3.40,4.50,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/newcastle-utd-middlesbrough/h8sM0S84/
91,17.03.2001,Southampton,Everton,1:0,1.95,3.20,4.00,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/southampton-everton/zXWQanOA/
92,17.03.2001,Tottenham,Coventry,3:0,1.63,3.60,6.00,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/tottenham-coventry/hhawa6wH/
93,17.03.2001,West Ham,Ipswich,0:1,2.20,3.20,2.50,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/west-ham-ipswich/nFbsbQhN/
94,10.03.2001,Aston Villa,Ipswich,2:1,2.15,3.20,3.40,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/aston-villa-ipswich/Oj0jdDHI/
95,07.03.2001,West Ham,Chelsea,0:2,2.60,3.00,2.60,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/west-ham-chelsea/UT0ncg2C/
96,05.03.2001,Sunderland,Aston Villa,1:1,1.95,3.40,4.20,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/sunderland-aston-villa/jw2rbZn6/
97,04.03.2001,Ipswich,Bradford City,3:1,1.42,4.50,7.00,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/ipswich-bradford-city/Y17waFXa/
98,03.03.2001,Arsenal,West Ham,3:0,1.53,4.00,6.20,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/arsenal-west-ham/UakhqzYC/
99,03.03.2001,Coventry,Chelsea,0:0,3.00,3.00,2.40,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/coventry-chelsea/8jldrfmJ/
100,03.03.2001,Derby,Tottenham,2:1,2.45,2.75,2.75,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/derby-tottenham/0O5n7wQJ/
101,03.03.2001,Everton,Newcastle,1:1,2.35,3.10,2.90,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/everton-newcastle-utd/vF4j6cuQ/
102,03.03.2001,Leeds,Manchester Utd,1:1,2.95,3.00,2.35,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/leeds-manchester-united/ny0mpGI6/
103,03.03.2001,Leicester,Liverpool,2:0,2.65,2.90,2.65,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/leicester-liverpool/pdsJ1Hms/
104,03.03.2001,Manchester City,Southampton,0:1,2.40,2.70,2.70,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/manchester-city-southampton/dWpN0y3m/
105,03.03.2001,Middlesbrough,Charlton,0:0,2.29,3.10,3.10,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/middlesbrough-charlton/jgpRaeIg/
106,25.02.2001,Manchester Utd,Arsenal,6:1,1.84,3.20,4.50,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/manchester-united-arsenal/YXeqod30/
107,24.02.2001,Bradford City,West Ham,1:2,3.10,3.10,2.35,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/bradford-city-west-ham/M3R0Wdl7/
108,24.02.2001,Coventry,Charlton,2:2,2.45,2.95,3.15,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/coventry-charlton/0fQ4VG3D/
109,24.02.2001,Derby,Aston Villa,1:0,2.60,2.90,2.70,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/derby-aston-villa/6HSef0tE/
110,24.02.2001,Ipswich,Everton,2:0,1.89,3.10,4.30,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/ipswich-everton/KKWagKeK/
111,24.02.2001,Leicester,Sunderland,2:0,2.20,3.10,3.50,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/leicester-sunderland/EsW3hvBQ/
112,24.02.2001,Middlesbrough,Southampton,0:1,2.04,3.20,3.50,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/middlesbrough-southampton/GjIVmbJs/
113,24.02.2001,Newcastle,Manchester City,0:1,1.63,3.60,6.00,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/newcastle-utd-manchester-city/d2ZSnIYm/
114,24.02.2001,Tottenham,Leeds,1:2,2.40,3.00,3.00,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/tottenham-leeds/vBdunxlf/
115,12.02.2001,West Ham,Coventry,1:1,1.70,3.70,4.59,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/west-ham-coventry/hUMdXxZ0/
116,11.02.2001,Charlton,Newcastle,2:0,2.20,3.10,3.30,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/charlton-newcastle-utd/EwOhYIJf/
117,10.02.2001,Arsenal,Ipswich,1:0,1.45,3.00,9.00,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/arsenal-ipswich/tSSGKJ41/
118,10.02.2001,Aston Villa,Middlesbrough,1:1,2.00,3.20,4.00,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/aston-villa-middlesbrough/fVWKJwK7/
119,10.02.2001,Chelsea,Manchester Utd,1:1,2.95,2.95,2.40,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/chelsea-manchester-united/CjqBrNd8/
120,10.02.2001,Everton,Leicester,2:1,2.50,2.35,2.80,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/everton-leicester/jsrFssCE/
121,10.02.2001,Leeds,Derby,0:0,1.53,3.80,6.00,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/leeds-derby/8IxKt1RK/
122,10.02.2001,Manchester City,Tottenham,0:1,2.54,2.85,2.75,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/manchester-city-tottenham/n9yOuLtR/
123,10.02.2001,Southampton,Bradford City,2:0,1.63,3.75,5.50,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/southampton-bradford-city/4lOkyukr/
124,10.02.2001,Sunderland,Liverpool,1:1,2.50,2.35,2.80,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/sunderland-liverpool/WEYmZb4l/
125,07.02.2001,Everton,Leeds,2:2,2.75,3.00,2.50,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/everton-leeds/b3wCLake/
126,03.02.2001,Bradford City,Aston Villa,0:3,2.60,3.10,2.40,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/bradford-city-aston-villa/IFWH7tLe/
127,03.02.2001,Coventry,Arsenal,0:1,4.00,3.30,1.85,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/coventry-arsenal/d6VL60z2/
128,03.02.2001,Derby,Sunderland,1:0,2.60,3.10,2.50,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/derby-sunderland/xtwDVqD2/
129,03.02.2001,Ipswich,Leeds,1:2,2.29,3.10,3.30,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/ipswich-leeds/GWyHU3S8/
130,03.02.2001,Leicester,Chelsea,2:1,2.75,3.10,2.35,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/leicester-chelsea/AgyLTNsF/
131,03.02.2001,Liverpool,West Ham,3:0,1.53,3.70,6.00,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/liverpool-west-ham/OduPSscL/
132,03.02.2001,Manchester Utd,Everton,1:0,1.26,5.00,9.00,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/manchester-united-everton/6LUTR1CR/
133,03.02.2001,Middlesbrough,Manchester City,1:1,1.74,3.40,4.50,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/middlesbrough-manchester-city/Cnu4NLKr/
134,03.02.2001,Tottenham,Charlton,0:0,1.89,3.30,4.09,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/tottenham-charlton/KCv8Muzk/
135,31.01.2001,Chelsea,Newcastle,3:1,1.63,3.40,5.50,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/chelsea-newcastle-utd/KxlPSji4/
136,31.01.2001,Everton,Middlesbrough,2:2,2.35,3.10,2.90,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/everton-middlesbrough/lChTRA6A/
137,31.01.2001,Leeds,Coventry,1:0,1.53,3.70,6.60,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/leeds-coventry/bNaGUCMi/
138,31.01.2001,Manchester City,Liverpool,1:1,4.09,3.40,1.50,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/manchester-city-liverpool/WKFuRULG/
139,31.01.2001,Southampton,Leicester,1:0,2.29,3.10,3.00,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/southampton-leicester/CIT992jq/
140,31.01.2001,Sunderland,Manchester Utd,0:1,3.60,3.20,2.00,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/sunderland-manchester-united/tnkLTWyb/
141,31.01.2001,West Ham,Tottenham,0:0,2.25,3.10,2.90,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/west-ham-tottenham/OhXD8M5k/
142,30.01.2001,Arsenal,Bradford City,2:0,1.26,5.50,9.50,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/arsenal-bradford-city/SbqM69Up/
143,30.01.2001,Charlton,Derby,2:1,1.79,3.40,4.50,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/charlton-derby/pKeCVh7o/
144,24.01.2001,Aston Villa,Leeds,1:2,2.25,3.10,3.35,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/aston-villa-leeds/QkcfBkMT/
145,22.01.2001,Charlton,West Ham,1:1,2.40,3.00,3.35,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/charlton-west-ham/bTQcCV6N/
146,21.01.2001,Sunderland,Bradford City,0:0,1.37,4.59,7.00,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/sunderland-bradford-city/KxSgDBiH/
147,20.01.2001,Chelsea,Ipswich,4:1,1.74,3.40,3.90,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/chelsea-ipswich/baF3bCxO/
148,20.01.2001,Coventry,Everton,1:3,2.10,3.10,3.50,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/coventry-everton/AZI7cWiU/
149,20.01.2001,Derby,Manchester City,1:1,1.95,3.25,3.90,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/derby-manchester-city/vF8MIFNu/
150,20.01.2001,Leeds,Newcastle,1:3,1.84,3.10,4.20,2.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/leeds-newcastle-utd/I57QHZxn/
151,20.01.2001,Leicester,Arsenal,0:0,3.15,3.10,2.29,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/leicester-arsenal/nuCUGghh/
152,20.01.2001,Liverpool,Middlesbrough,0:0,1.42,4.09,6.00,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/liverpool-middlesbrough/QVAYFD7b/
153,20.01.2001,Manchester Utd,Aston Villa,2:0,1.33,5.00,7.50,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/manchester-united-aston-villa/8f0wFXM4/
154,20.01.2001,Tottenham,Southampton,0:0,1.68,3.10,4.50,1.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/tottenham-southampton/QFSkEixB/
155,14.01.2001,Ipswich,Leicester,2:0,2.04,3.20,3.75,0.0,premier-league-2000-2001,/soccer/england/premier-league-2000-2001/ipswich-leicester/4xGaahNH/
